OBJECTID,GEOID10,NAME10,PLNG_REGION,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,Urban,Rural,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,HUNVFlag,GroupQuartersFlag,OHU2010,NUMGQTRS,PCTGQTRS,LowIncomeTracts,POP2010,UATYP10,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lahunvhalf,lahunvhalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lahunv1,lahunv1share,GlobalID
494,13121008500,85,ARC 10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1333,0,0,1,3774,U,1570.863561,0.41623306,989.3613876,0.26215193,462.281207,0.43203851,229.4963572,0.46740602,88.18919653,0.06615844,0,0,0,0,0,0,0,0,0,0,{AA0666D1-6D92-45AB-BBE4-FE247FBCA25C}
495,13121008601,86.01,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1592,132,0.0268456,1,4917,U,2354.173596,0.47878251,1909.454915,0.38833738,1035.466398,0.60306721,108.8608888,0.18295948,303.916174,0.19090212,0.3986262,8.11E-05,0.33474486,6.81E-05,0,0,0,0,0.09154889,5.75E-05,{626781D7-69C4-41ED-9FE9-31D773F17A58}
496,13121005800,58,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,508,10,0.0070822,1,1412,U,1265.18171,0.89602104,1010.967536,0.71598267,343.827744,0.91443549,106.5799435,0.93491179,215.8273392,0.42485697,0,0,0,0,0,0,0,0,0,0,{37D54B73-1006-4E99-AE64-630105BF49BE}
497,13121007900,79,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2059,78,0.0166916,0,4673,U,3782.851559,0.80951242,943.939833,0.20199868,627.5643668,0.8356383,987.2233319,0.78475623,59.88880118,0.02908635,671.9504642,0.14379424,165.3330588,0.0353805,119.6572847,0.15933061,114.7963777,0.09125308,10.35872209,0.00503095,{BE28C506-F364-435B-9F86-48592280BEA0}
498,13121010601,106.01,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1270,0,0,1,2907,U,1328.773771,0.45709452,626.4850455,0.21550913,337.9251411,0.45359079,116.5059045,0.42365783,130.0878529,0.10243138,13.7424658,0.00472737,6.98091215,0.00240141,3.16685901,0.00425082,1.75068595,0.00636613,1.57964209,0.00124381,{38E3E0FD-7233-4140-AC8E-3BAC9FB84FEC}
499,13121008700,87,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1837,25,0.0057182,1,4372,U,4361.267284,0.99754512,2860.005355,0.65416408,1292.026426,0.9977038,505.001079,0.99802585,702.3862717,0.38235507,3686.748546,0.84326362,2455.049295,0.56153918,1073.194546,0.82872166,492.452482,0.97322625,586.0050517,0.31900112,{40204FB3-E8EA-479D-979E-52E1F64AB180}
500,13121012300,123,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1164,7,0.002901,1,2413,U,1353.916689,0.5610927,548.0232686,0.22711283,253.3297179,0.53108956,184.2223151,0.70313861,207.7117926,0.17844656,0.36507893,0.0001513,0.16205943,6.72E-05,0,0,0,0,0.0311583,2.68E-05,{302F2A6C-879B-4E84-B523-EE2A106BECE8}
501,13121012000,120,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1273,179,0.0613434,1,2918,U,2672.057167,0.91571527,1801.275242,0.61729789,631.9325033,0.89004578,188.5808688,0.93356866,513.6507815,0.40349629,313.1574409,0.10731921,201.859592,0.06917738,29.96808982,0.04220858,7.51828831,0.03721925,44.21554695,0.03473334,{C8C06CB1-1BE7-460C-84F2-7ACAFAEEBDB4}
502,13121011900,119,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1509,705,0.2402863,1,2934,U,2933.999986,1,1598.745765,0.54490312,166.9999977,0.99999999,183.9999976,0.99999999,485.4314881,0.32169085,1606.482307,0.54753998,1145.864591,0.3905469,133.8008955,0.80120297,145.9509037,0.79321143,395.6793737,0.26221297,{2B320536-1C05-4247-A3CA-7EBD4A4C74BD}
503,13121011800,118,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1493,94,0.0354049,1,2655,U,2654.999928,0.99999997,1991.338541,0.75003335,377.9999995,1,110.9999999,1,684.8268296,0.45869178,1278.367188,0.48149423,907.591459,0.34184236,118.1720892,0.31262457,22.86912678,0.20602817,410.055231,0.27465186,{679C29C4-3F70-42AA-947F-C4E23A70B8A3}
504,13121011624,116.24,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1195,0,0,0,4268,U,3430.048577,0.80366649,16.65209696,0.00390162,1325.612267,0.80242873,74.70413313,0.7863593,39.59420601,0.03313323,904.7211064,0.21197777,9.12089899,0.00213704,336.8843354,0.20392514,25.37458792,0.26710093,7.84053279,0.00656112,{10DA24F3-A3A3-41A7-A8DA-56BAB44DC111}
505,13121003600,36,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,699,66,0.054681,1,1207,U,850.7767052,0.70486885,486.9738127,0.40345801,84.84078202,0.64763956,68.83362196,0.53359397,256.1216446,0.36641151,0,0,0,0,0,0,0,0,0,0,{364BFA85-0AFB-4026-A9AA-F4E8E542515C}
506,13121003500,35,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,767,1187,0.5296742,1,2241,U,2241.000002,1,780.1239762,0.34811422,63.99999982,1,24.99999966,0.99999999,67.01512908,0.08737305,1135.23642,0.50657582,425.2510141,0.18975949,26.26663959,0.41041624,15.70182855,0.62807314,39.99229739,0.0521412,{A4B0D77B-CA4C-4955-AC33-1C4CB2BD4C60}
507,13121010208,102.08,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2279,0,0,0,4219,U,1160.15363,0.27498308,182.8628745,0.04334271,223.8706433,0.34022894,278.2249148,0.34952879,56.19541943,0.02465793,355.296766,0.0842135,51.40532733,0.01218424,61.71870986,0.09379743,84.38454745,0.10601074,0,0,{CD323284-E420-4374-BEE5-0CD631801161}
508,13121011411,114.11,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2940,0,0,0,7501,U,5267.261971,0.70220797,737.0086179,0.09825472,1120.20501,0.63865736,663.7462125,0.8349009,80.8038577,0.02748431,1255.222543,0.16734069,180.317199,0.02403909,282.9069964,0.16129247,185.0715449,0.2327944,8.31003015,0.00282654,{7F0927C1-2298-42CC-81BB-34BE15FA52AE}
509,13121011412,114.12,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,3515,4,0.0004575,0,8743,U,7215.197707,0.82525423,809.349176,0.09257111,1816.110031,0.81991424,420.1397178,0.84876711,9.72071614,0.0027655,894.9235272,0.10235886,117.4078553,0.01342878,212.0369981,0.09572776,31.31894275,0.06327059,1.20561159,0.00034299,{64318176-2E3D-4229-92DA-E5285063891B}
510,13121011414,114.14,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3032,0,0,0,7449,U,4409.58935,0.59197065,840.0123614,0.11276847,1170.491899,0.58117771,210.7716362,0.62358472,15.76988181,0.00520115,117.2893524,0.01574565,11.12299359,0.00149322,34.87943792,0.01731849,4.38985205,0.01298773,0.54907084,0.00018109,{86DA0304-1B20-4A7C-9AD9-53BCD1B11970}
511,13121010603,106.03,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1299,0,0,1,3507,U,3389.285373,0.96643438,2150.538705,0.6132132,1157.461147,0.97758543,143.363442,0.89602151,332.3538128,0.25585359,2575.610717,0.73441994,1669.572064,0.47606845,914.1239672,0.77206416,67.31108491,0.42069428,267.4936778,0.20592277,{4A0146A4-4B2A-4C7A-9FD2-437687225D99}
512,13121010604,106.04,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1344,4,0.0011488,1,3482,U,2655.459147,0.76262468,1396.980493,0.4012006,699.7196268,0.73810087,195.0041817,0.78001673,216.3033703,0.16094001,679.693417,0.19520202,530.2055352,0.1522704,240.5077345,0.25370014,9.82288632,0.03929155,106.1733934,0.07899806,{87740836-3018-4C65-899A-FAD3AFFED66B}
513,13121007300,73,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,2511,15,0.0022445,1,6683,U,5149.293677,0.77050631,3454.973541,0.51697943,1692.682444,0.81067167,318.2863904,0.6934344,382.6658616,0.1523958,167.3191091,0.02503653,120.4912127,0.01802951,38.16537288,0.01827844,19.23621154,0.04190896,15.22846364,0.0060647,{EC732782-99D9-42D0-93D8-998F8DFE19D8}
514,13121010508,105.08,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1367,0,0,0,3757,U,2695.040156,0.71733834,682.6958521,0.18171303,666.6253784,0.69295777,215.2568093,0.7151389,38.53534225,0.02818972,731.2563064,0.19463836,185.2386682,0.04930494,184.5406194,0.19183017,39.66776208,0.13178658,10.69014628,0.00782015,{49F07C43-9B71-4D98-B567-3D2175FE899C}
515,13121010507,105.07,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,2910,30,0.0037622,1,7974,U,5434.494236,0.68152674,2597.986264,0.32580716,1653.98339,0.69175382,331.3655172,0.72987999,374.6937438,0.12876074,214.8346969,0.0269419,140.9184629,0.01767224,69.69760203,0.02914998,10.42961795,0.02297273,19.33696088,0.006645,{BA98E96C-32A0-4F77-80C0-10D90E689E66}
516,13121010511,105.11,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2820,40,0.0052281,1,7651,U,7327.546623,0.95772404,2875.899666,0.37588546,2101.374886,0.94955937,441.2709769,0.94693343,180.1746662,0.06389173,5757.25745,0.75248431,2174.553919,0.28421826,1609.612269,0.727344,357.1587354,0.76643505,107.0250915,0.03795216,{9B9843CF-1099-4E48-9F21-487232F416D1}
517,13121011626,116.26,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2717,0,0,0,8047,U,5219.945096,0.64868213,582.0271053,0.07232846,1881.825773,0.68654716,148.3943625,0.54556751,41.66939637,0.01533655,500.1826413,0.06215765,46.60596005,0.00579172,184.5947033,0.06734575,13.46260311,0.04949486,2.48394131,0.00091422,{EB88C586-DD0C-40C5-82F1-97CA361ADD12}
518,13121011622,116.22,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2759,0,0,0,9625,U,7432.375538,0.77219486,830.4359026,0.08627905,2723.290914,0.77542452,322.6849168,0.79479044,8.88498493,0.00322036,3378.913698,0.35105597,416.4988101,0.0432726,1272.880687,0.36243755,143.7827749,0.35414477,5.37707445,0.00194892,{49341FB4-E3A3-4286-8D23-E1E1543E9CBA}
519,13121011424,114.24,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2069,0,0,0,5097,U,3873.902356,0.76003578,339.7159955,0.06665019,979.4666179,0.80021783,407.1812797,0.6948486,17.97576857,0.00868814,1067.844504,0.20950451,89.81184263,0.01762053,317.5663753,0.25944965,87.66284894,0.14959531,3.69354656,0.00178518,{103B5E7C-33FD-4D72-93E8-C2B9688929E6}
520,13121011422,114.22,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1530,103,0.028096,0,3666,U,2954.257482,0.8058531,637.9702527,0.17402353,607.363685,0.75542747,357.7403369,0.92678844,47.99828324,0.03137143,516.9912891,0.14102326,120.216981,0.03279241,77.7396377,0.09669109,94.97716355,0.24605483,7.80755627,0.00510298,{39DA3DA7-FD76-48CC-9865-31A39C5186C8}
521,13121011505,115.05,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1316,95,0.0226298,0,4198,U,3927.347166,0.93552815,137.3369236,0.03271485,1310.344573,0.95715455,299.765656,0.7706058,9.9904323,0.00759151,1009.211503,0.24040293,37.60296404,0.00895735,332.2664381,0.24270741,58.92218825,0.15147092,2.53227581,0.00192422,{856C4183-88F7-4D6C-96A1-CDEBFAEAD033}
522,13121010123,101.23,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1908,3,0.0007468,0,4017,U,3095.133259,0.77050865,650.6502148,0.16197416,628.4224106,0.80566976,344.1741457,0.72457715,64.72866751,0.03392488,165.6863434,0.04124629,44.78887177,0.01114983,22.7075721,0.02911227,21.72070006,0.04572779,6.7349143,0.00352983,{D2696AEA-F780-4935-9575-DC55C66E8993}
523,13121000100,1,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1893,0,0,0,4413,U,4212.808017,0.95463585,284.9040451,0.06456017,1025.343788,0.95737048,288.8287061,0.96598229,12.11605433,0.00640045,0,0,0,0,0,0,0,0,0,0,{E0BB06A4-C72F-41EA-A118-CEE5B54AFA5D}
524,13121000200,2,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2686,76,0.0139475,0,5449,U,1331.228592,0.24430695,91.228118,0.01674218,279.0872798,0.29721755,68.10557752,0.19023904,6.56767088,0.00244515,0,0,0,0,0,0,0,0,0,0,{2E205EA2-D5A6-48E3-9906-2EC075405A58}
525,13121009402,94.02,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1953,4,0.0009821,0,4073,U,3498.851198,0.8590354,1129.524381,0.27732001,434.2667831,0.7107476,22.09556095,0.84982927,303.4538989,0.15537834,0,0,0,0,0,0,0,0,0,0,{A2C5B3FB-B71D-43C2-9879-FE3D49C05908}
526,13121001100,11,ARC 10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2664,0,0,0,3633,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{99E79B8B-A09B-4377-A8C6-62AEE21A2A64}
527,13121000400,4,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,998,140,0.0816327,0,1715,U,683.9460044,0.39880233,56.50413819,0.03294702,88.40643558,0.68532121,105.4828417,0.46264404,0,0,0,0,0,0,0,0,0,0,0,0,{5386442C-3835-4008-B4F7-2383AB0B5628}
528,13121009200,92,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,3609,0,0,1,6468,U,2636.18583,0.40757357,562.6442284,0.0869889,245.2959232,0.27938032,88.75548526,0.26028002,181.6825623,0.05034152,0,0,0,0,0,0,0,0,0,0,{5C3368D4-6EE6-4191-8DDD-9CD07ADC8159}
529,13121008201,82.01,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2584,3,0.0004932,1,6083,U,4755.538703,0.78177523,1767.475266,0.2905598,1034.256398,0.77763639,977.6987878,0.73181047,478.4759858,0.18516873,901.8166906,0.14825196,361.7979605,0.0594769,218.0882334,0.16397612,144.080513,0.1078447,57.04433339,0.02207598,{83D8FC47-589B-47C8-A73C-3E949655C744}
530,13121007808,78.08,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1526,0,0,1,4306,U,1813.58991,0.42117741,1231.321081,0.28595473,580.3684225,0.35195174,214.3027801,0.73643567,285.8633753,0.18732856,938.5086613,0.21795371,637.1922779,0.14797777,328.5822249,0.19926151,114.621711,0.39388904,152.3794456,0.09985547,{6CFCBF21-85CD-47F4-B842-B7FC928F3857}
531,13121007806,78.06,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2086,0,0,1,5474,U,5340.593257,0.97562902,2808.258533,0.51301763,1410.67919,0.97355362,768.0335491,0.98973396,345.376441,0.16556876,4148.5065,0.7578565,2046.01719,0.37377004,1088.364831,0.75111445,659.9734191,0.85048121,226.9055982,0.10877545,{4962645D-F145-48EF-9BF4-028D61ABC24E}
532,13121008800,88,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1946,0,0,0,4578,U,3681.566067,0.80418656,1156.681392,0.25266085,818.3957241,0.76271736,167.78148,0.79895943,135.3449838,0.06955035,2136.337644,0.46665305,634.2457874,0.13854211,460.437585,0.42911238,84.35794322,0.40170449,73.32124788,0.03767793,{71ACCB7C-7829-46B6-A49F-DDF6BA9509CF}
533,13121008602,86.02,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,489,0,0,1,1285,U,1273.262522,0.99086578,1072.394437,0.8345482,384.4150536,0.98821351,106.3494174,0.98471683,173.5119625,0.35483019,909.0174107,0.70740655,759.2523488,0.59085786,272.1211325,0.69954019,84.19751971,0.77960666,118.6675928,0.24267401,{7CC9C71D-19E9-4CC7-A34F-A3399F5012AB}
534,13121010121,101.21,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,943,0,0,0,1648,U,1005.761959,0.61029245,178.8708987,0.10853817,166.3367002,0.7108406,129.5699336,0.27804707,95.68622861,0.10147002,0,0,0,0,0,0,0,0,0,0,{2306E694-28C0-49D5-8CE1-DEFC7A10BB5B}
535,13121010119,101.19,ARC 10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2108,78,0.0157959,1,4938,U,627.3915494,0.12705378,362.31702,0.07337323,161.8888637,0.13479506,7.3373742,0.02982672,21.79416894,0.01033879,0,0,0,0,0,0,0,0,0,0,{2CCB81FE-12C9-45AD-8362-8EAD7A163C49}
536,13121010211,102.11,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1373,0,0,0,3970,U,2147.119525,0.54083615,540.4420592,0.1361315,704.1541167,0.56197455,226.5464568,0.6566564,11.74219349,0.00855222,1224.858658,0.30852863,87.3136518,0.02199336,416.2305194,0.33218717,121.8994147,0.35333164,1.06143324,0.00077308,{AC55DF31-EA0C-4706-A839-E4C89D022E43}
537,13121009801,98.01,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1900,90,0.0192308,0,4680,U,4252.441723,0.90864139,282.7246404,0.06041125,1210.773273,0.93568259,930.0333829,0.86434329,120.7699463,0.06356313,2344.968441,0.50106163,143.3722439,0.03063509,743.4939209,0.57457026,357.1810943,0.33195269,41.60040648,0.02189495,{A23CFF03-8750-4525-AFCB-6302EA4A0A16}
538,13121009603,96.03,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2529,0,0,0,4388,U,564.0593742,0.12854589,48.60970077,0.01107787,148.4886184,0.24262846,48.03497727,0.10374725,24.56016528,0.00971141,0,0,0,0,0,0,0,0,0,0,{9B619604-3735-4BC8-94C3-F7E22529194B}
539,13121009601,96.01,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1482,0,0,0,2438,U,765.8118172,0.31411477,60.14540713,0.02466998,70.25562096,0.3252575,60.16257286,0.38814563,29.75614467,0.02007837,0,0,0,0,0,0,0,0,0,0,{97936487-5487-48A9-8140-1B992454DE5C}
540,13121007705,77.05,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1781,0,0,1,3628,U,2778.747305,0.76591712,1542.676478,0.42521402,642.286322,0.80487008,537.2871776,0.7202241,323.0499933,0.18138686,1168.03875,0.32195114,742.4157562,0.20463499,377.2691064,0.4727683,65.60832171,0.08794681,86.54841871,0.04859541,{8CB77156-F6E6-4CC8-8405-C71DCA0C1226}
541,13121011612,116.12,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1141,0,0,0,3133,U,3051.658259,0.97403711,488.1950917,0.15582352,714.4891255,0.97607804,612.9496707,0.97139409,28.52563661,0.02500056,2127.29898,0.67899744,381.2668956,0.12169387,516.7286675,0.70591348,371.3095491,0.5884462,22.21518225,0.01946992,{5E3E6B91-1648-4E24-94B1-1DF9EE3A74F7}
542,13121011623,116.23,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,4043,0,0,0,11473,U,7155.970309,0.62372268,1062.8602,0.09264013,2138.300372,0.63583121,365.5009496,0.63676124,19.91778588,0.00492649,1404.053496,0.12237893,128.3812055,0.01118985,426.9611889,0.12695843,70.85889957,0.12344756,4.05080978,0.00100193,{0592F1FF-C868-4810-9CE4-1E62F88D91F8}
543,13121011625,116.25,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2673,0,0,0,7755,U,5005.890686,0.64550492,469.0728212,0.0604865,1514.970716,0.63654232,313.230377,0.60120994,0,0,506.8726959,0.06536076,25.73781015,0.00331887,180.4579337,0.07582266,12.48539678,0.02396429,0,0,{F1764D19-A0A4-4255-AD65-33873ED18E3C}
544,13121011619,116.19,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,2959,0,0,0,7503,U,5803.900728,0.77354401,795.8710956,0.10607372,1643.134976,0.75338605,187.6036031,0.75646614,163.1900965,0.05515042,2725.577245,0.36326499,471.0780801,0.0627853,765.5893957,0.35102677,86.18005605,0.34750023,106.5040491,0.03599326,{4A43EF5C-830A-4AF6-B3B6-94EC2AE91489}
545,13121011621,116.21,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2269,0,0,0,6366,U,5542.041552,0.87056889,248.7298935,0.03907161,1694.365817,0.85574031,314.7865486,0.89682777,96.00000017,0.04230939,2922.852754,0.4591349,158.0062635,0.02482034,791.7133623,0.39985523,172.4376034,0.49127522,95.71353468,0.04218314,{84CC9832-9DB9-4B73-BA5F-E64A253D2AFA}
546,13121000500,5,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2498,279,0.0595264,0,4687,U,591.730106,0.12624922,73.19498121,0.0156166,141.0881721,0.25015633,90.97897007,0.3158992,11.10005136,0.00444358,0,0,0,0,0,0,0,0,0,0,{8D185427-2526-4446-91B6-532EF5A5E771}
547,13121009300,93,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2479,0,0,0,4533,U,1281.214487,0.28264163,182.5284297,0.04026658,208.9680083,0.33488463,77.83107299,0.17729174,82.70153874,0.03336085,0,0,0,0,0,0,0,0,0,0,{355BD959-0B0C-4293-BFFA-C4EB0ED36771}
548,13121009900,99,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2213,0,0,0,4993,U,3627.050413,0.72642708,119.761167,0.02398581,1065.528786,0.83309522,457.7642218,0.82331695,21.36097414,0.0096525,2040.631416,0.40869846,35.46401114,0.00710275,657.6871591,0.51421983,271.7551004,0.48876817,4.28183053,0.00193485,{FA309E0C-F5AC-461A-A5D5-FC8154669BE5}
549,13121009000,90,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1880,0,0,0,4417,U,2089.329904,0.47302013,190.8906978,0.04321727,726.7523227,0.5961873,141.6611179,0.53457026,5.30305882,0.00282078,69.11644489,0.01564783,3.56270321,0.00080659,22.57688126,0.01852082,5.96559473,0.02251168,0,0,{DCA5D1AB-B035-4296-BEDA-631764EBACD2}
550,13121009700,97,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1419,0,0,0,3534,U,3179.114344,0.89957961,128.3058276,0.03630612,818.6358488,0.92815856,477.7597214,0.86394163,41.03512768,0.02891834,1402.106643,0.39674778,53.50490247,0.01514004,396.3698993,0.44939898,205.7032727,0.37197699,12.29118502,0.00866186,{1316E3A4-16BE-4623-8D45-0AB489874EDD}
551,13121010206,102.06,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1892,0,0,0,4977,U,4388.115901,0.8816789,599.3275625,0.12041944,1063.012897,0.90855803,666.136792,0.86849647,0,0,2792.455077,0.56107195,434.0617263,0.08721353,707.8159443,0.60497089,404.8333475,0.52781401,0,0,{3AFEAC52-4EF9-4F4E-B037-32F3F970995A}
552,13121010204,102.04,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1803,0,0,0,4761,U,4549.680835,0.95561454,250.9847603,0.05271682,1113.825954,0.96351726,904.2328859,0.95282707,10.0281688,0.00556193,2690.584636,0.56513015,185.3731233,0.03893575,670.8102904,0.58028572,561.9528045,0.59215259,8.78129221,0.00487038,{796F71DA-A34E-4514-B3A2-E74F15780412}
553,13121007100,71,ARC 10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,791,2,0.0009324,1,2145,U,1351.038469,0.62985476,1015.870515,0.47359931,408.1647784,0.67242962,159.5651303,0.50336003,96.85796503,0.12245002,91.10853815,0.04247484,71.68803358,0.03342099,24.88502742,0.04099675,15.63451891,0.04932025,4.76936832,0.00602954,{70473F26-0076-4AFF-AB9E-15600F554A91}
554,13121006801,68.01,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,8,2397,0.9913151,0,2418,U,2418.00003,1.00000001,0,0,8.00000003,1,20.00000022,1.00000001,0,0,1404.280475,0.58076116,0,0,4.64608914,0.58076114,11.61522278,0.58076114,0,0,{66A178FE-0A76-4951-80D8-C7233EA42D9B}
555,13121006900,69,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1270,0,0,1,3166,U,2039.771354,0.64427396,676.9064323,0.21380494,505.7746206,0.66813028,102.105747,0.67174834,120.2558311,0.09468963,76.5440917,0.02417691,24.4631145,0.00772682,27.14889455,0.0358638,1.08857557,0.00716168,5.64403516,0.00444412,{A824995F-17F6-4DEB-98A4-CAFB7E7456EF}
556,13121005200,52,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1937,69,0.0168539,1,4094,U,3132.158715,0.76506075,1159.814145,0.28329608,587.7667876,0.75743143,103.9690928,0.71211707,217.2085283,0.11213657,388.9356623,0.09500138,162.2681094,0.03963559,43.79339701,0.05643479,3.06197049,0.0209724,24.5364152,0.01266723,{CDCDC846-C8D0-49A7-949B-1F75B6B4B17F}
557,13121005000,50,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,890,130,0.0684571,1,1899,U,1899.000019,1.00000001,670.7063854,0.35318925,249.0000007,1,174.0000005,1,99.60621766,0.1119171,1838.593044,0.96819012,649.3712913,0.34195434,242.5956884,0.97427987,172.5444867,0.99163498,95.39186475,0.10718187,{8E7AE616-04B0-40DF-A820-395372001445}
558,13121001500,15,ARC 10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2553,217,0.0501618,0,4326,U,74.85134983,0.01730267,5.45625553,0.00126127,11.98482999,0.02800194,0.71754121,0.00309285,4.84476042,0.00189767,0,0,0,0,0,0,0,0,0,0,{56DA50D3-B1F4-4AC7-BDB6-D45BD49205F0}
559,13121007807,78.07,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,998,0,0,1,3116,U,2562.238525,0.82228451,2110.848899,0.67742262,879.368932,0.84636086,265.8044053,0.73834557,280.0692493,0.28063051,1715.240182,0.55046219,1442.126838,0.46281349,568.2237513,0.54689485,172.7651221,0.47990312,193.2285073,0.19361574,{D6657717-D0F8-45DC-BCC7-13704D5A79BE}
560,13121010510,105.1,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,6126,21,0.0013257,1,15841,U,15772.28415,0.99566215,6080.93962,0.38387347,4728.309638,0.99564322,1067.717033,0.99879984,247.9521989,0.04047538,14582.43749,0.92055031,5693.724963,0.35942964,4379.252552,0.92214204,989.5583575,0.92568602,216.9971315,0.03542232,{723009C4-D5F5-4529-936D-2506CE7F5914}
561,13121010512,105.12,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2510,0,0,1,6343,U,6103.5255,0.96224586,3395.066813,0.53524623,2095.427986,0.96208815,240.9233554,0.95226623,334.025429,0.13307786,3553.727392,0.56025972,2187.056113,0.34479838,1181.625326,0.5425277,147.43144,0.58273296,197.929668,0.07885644,{03F573CC-4530-4931-873C-1588A068FCD2}
