OBJECTID,GEOID10,NAME10,PLNG_REGION,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,Urban,Rural,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,HUNVFlag,GroupQuartersFlag,OHU2010,NUMGQTRS,PCTGQTRS,LowIncomeTracts,POP2010,UATYP10,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lahunvhalf,lahunvhalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lahunv1,lahunv1share,GlobalID
520,13121011422,114.22,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1530,103,0.028096,0,3666,U,2954.25748162,0.8058531,637.97025269,0.17402353,607.36368501,0.75542747,357.74033688,0.92678844,47.99828324,0.03137143,516.99128909,0.14102326,120.21698102,0.03279241,77.7396377,0.09669109,94.97716355,0.24605483,7.80755627,0.00510298,{39DA3DA7-FD76-48CC-9865-31A39C5186C8}
521,13121011505,115.05,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1316,95,0.0226298,0,4198,U,3927.34716628,0.93552815,137.33692355,0.03271485,1310.34457345,0.95715455,299.76565604,0.7706058,9.9904323,0.00759151,1009.21150279,0.24040293,37.60296404,0.00895735,332.26643807,0.24270741,58.92218825,0.15147092,2.53227581,0.00192422,{856C4183-88F7-4D6C-96A1-CDEBFAEAD033}
522,13121010123,101.23,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1908,3,0.0007468,0,4017,U,3095.13325882,0.77050865,650.65021475,0.16197416,628.42241057,0.80566976,344.17414568,0.72457715,64.72866751,0.03392488,165.68634343,0.04124629,44.78887177,0.01114983,22.7075721,0.02911227,21.72070006,0.04572779,6.7349143,0.00352983,{D2696AEA-F780-4935-9575-DC55C66E8993}
523,13121000100,1,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1893,0,0,0,4413,U,4212.80801731,0.95463585,284.90404505,0.06456017,1025.3437876,0.95737048,288.82870605,0.96598229,12.11605433,0.00640045,0,0,0,0,0,0,0,0,0,0,{E0BB06A4-C72F-41EA-A118-CEE5B54AFA5D}
524,13121000200,2,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2686,76,0.0139475,0,5449,U,1331.2285918,0.24430695,91.228118,0.01674218,279.0872798,0.29721755,68.10557752,0.19023904,6.56767088,0.00244515,0,0,0,0,0,0,0,0,0,0,{2E205EA2-D5A6-48E3-9906-2EC075405A58}
525,13121009402,94.02,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1953,4,0.0009821,0,4073,U,3498.85119833,0.8590354,1129.52438132,0.27732001,434.26678311,0.7107476,22.09556095,0.84982927,303.45389892,0.15537834,0,0,0,0,0,0,0,0,0,0,{A2C5B3FB-B71D-43C2-9879-FE3D49C05908}
526,13121001100,11,ARC 10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2664,0,0,0,3633,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{99E79B8B-A09B-4377-A8C6-62AEE21A2A64}
527,13121000400,4,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,998,140,0.0816327,0,1715,U,683.94600439,0.39880233,56.50413819,0.03294702,88.40643558,0.68532121,105.48284166,0.46264404,0,0,0,0,0,0,0,0,0,0,0,0,{5386442C-3835-4008-B4F7-2383AB0B5628}
528,13121009200,92,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,3609,0,0,1,6468,U,2636.1858296,0.40757357,562.64422841,0.0869889,245.29592321,0.27938032,88.75548526,0.26028002,181.68256234,0.05034152,0,0,0,0,0,0,0,0,0,0,{5C3368D4-6EE6-4191-8DDD-9CD07ADC8159}
529,13121008201,82.01,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2584,3,0.0004932,1,6083,U,4755.5387026,0.78177523,1767.4752657,0.2905598,1034.25639806,0.77763639,977.69878775,0.73181047,478.47598575,0.18516873,901.81669056,0.14825196,361.79796054,0.0594769,218.08823339,0.16397612,144.08051297,0.1078447,57.04433339,0.02207598,{83D8FC47-589B-47C8-A73C-3E949655C744}
530,13121007808,78.08,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1526,0,0,1,4306,U,1813.58990961,0.42117741,1231.32108128,0.28595473,580.36842254,0.35195174,214.30278008,0.73643567,285.86337532,0.18732856,938.50866127,0.21795371,637.19227791,0.14797777,328.58222485,0.19926151,114.62171102,0.39388904,152.37944555,0.09985547,{6CFCBF21-85CD-47F4-B842-B7FC928F3857}
531,13121007806,78.06,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2086,0,0,1,5474,U,5340.59325676,0.97562902,2808.25853267,0.51301763,1410.67919006,0.97355362,768.03354914,0.98973396,345.37644096,0.16556876,4148.50650011,0.7578565,2046.01718953,0.37377004,1088.36483087,0.75111445,659.97341914,0.85048121,226.90559821,0.10877545,{4962645D-F145-48EF-9BF4-028D61ABC24E}
532,13121008800,88,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1946,0,0,0,4578,U,3681.56606667,0.80418656,1156.68139223,0.25266085,818.39572412,0.76271736,167.78147997,0.79895943,135.34498375,0.06955035,2136.33764444,0.46665305,634.24578743,0.13854211,460.43758501,0.42911238,84.35794322,0.40170449,73.32124788,0.03767793,{71ACCB7C-7829-46B6-A49F-DDF6BA9509CF}
533,13121008602,86.02,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,489,0,0,1,1285,U,1273.26252172,0.99086578,1072.39443738,0.8345482,384.41505356,0.98821351,106.34941743,0.98471683,173.51196249,0.35483019,909.01741068,0.70740655,759.25234879,0.59085786,272.12113254,0.69954019,84.19751971,0.77960666,118.66759275,0.24267401,{7CC9C71D-19E9-4CC7-A34F-A3399F5012AB}
534,13121010121,101.21,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,943,0,0,0,1648,U,1005.76195946,0.61029245,178.87089872,0.10853817,166.33670017,0.7108406,129.56993357,0.27804707,95.68622861,0.10147002,0,0,0,0,0,0,0,0,0,0,{2306E694-28C0-49D5-8CE1-DEFC7A10BB5B}
535,13121010119,101.19,ARC 10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2108,78,0.0157959,1,4938,U,627.39154938,0.12705378,362.31701995,0.07337323,161.88886366,0.13479506,7.3373742,0.02982672,21.79416894,0.01033879,0,0,0,0,0,0,0,0,0,0,{2CCB81FE-12C9-45AD-8362-8EAD7A163C49}
536,13121010211,102.11,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1373,0,0,0,3970,U,2147.11952506,0.54083615,540.44205915,0.1361315,704.15411667,0.56197455,226.54645682,0.6566564,11.74219349,0.00855222,1224.8586577,0.30852863,87.3136518,0.02199336,416.23051936,0.33218717,121.89941473,0.35333164,1.06143324,0.00077308,{AC55DF31-EA0C-4706-A839-E4C89D022E43}
537,13121009801,98.01,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1900,90,0.0192308,0,4680,U,4252.44172333,0.90864139,282.72464041,0.06041125,1210.7732731,0.93568259,930.03338291,0.86434329,120.7699463,0.06356313,2344.96844067,0.50106163,143.37224388,0.03063509,743.49392088,0.57457026,357.18109426,0.33195269,41.60040648,0.02189495,{A23CFF03-8750-4525-AFCB-6302EA4A0A16}
538,13121009603,96.03,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2529,0,0,0,4388,U,564.05937416,0.12854589,48.60970077,0.01107787,148.48861839,0.24262846,48.03497727,0.10374725,24.56016528,0.00971141,0,0,0,0,0,0,0,0,0,0,{9B619604-3735-4BC8-94C3-F7E22529194B}
539,13121009601,96.01,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1482,0,0,0,2438,U,765.81181717,0.31411477,60.14540713,0.02466998,70.25562096,0.3252575,60.16257286,0.38814563,29.75614467,0.02007837,0,0,0,0,0,0,0,0,0,0,{97936487-5487-48A9-8140-1B992454DE5C}
540,13121007705,77.05,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1781,0,0,1,3628,U,2778.74730527,0.76591712,1542.67647839,0.42521402,642.28632199,0.80487008,537.28717764,0.7202241,323.04999326,0.18138686,1168.03875008,0.32195114,742.41575619,0.20463499,377.26910644,0.4727683,65.60832171,0.08794681,86.54841871,0.04859541,{8CB77156-F6E6-4CC8-8405-C71DCA0C1226}
541,13121011612,116.12,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1141,0,0,0,3133,U,3051.65825882,0.97403711,488.19509171,0.15582352,714.48912545,0.97607804,612.94967072,0.97139409,28.52563661,0.02500056,2127.29897961,0.67899744,381.26689562,0.12169387,516.7286675,0.70591348,371.30954913,0.5884462,22.21518225,0.01946992,{5E3E6B91-1648-4E24-94B1-1DF9EE3A74F7}
542,13121011623,116.23,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,4043,0,0,0,11473,U,7155.97030895,0.62372268,1062.86020003,0.09264013,2138.30037225,0.63583121,365.50094961,0.63676124,19.91778588,0.00492649,1404.05349639,0.12237893,128.38120547,0.01118985,426.96118894,0.12695843,70.85889957,0.12344756,4.05080978,0.00100193,{0592F1FF-C868-4810-9CE4-1E62F88D91F8}
543,13121011625,116.25,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2673,0,0,0,7755,U,5005.89068633,0.64550492,469.07282118,0.0604865,1514.97071561,0.63654232,313.23037698,0.60120994,0,0,506.87269594,0.06536076,25.73781015,0.00331887,180.45793373,0.07582266,12.48539678,0.02396429,0,0,{F1764D19-A0A4-4255-AD65-33873ED18E3C}
544,13121011619,116.19,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,2959,0,0,0,7503,U,5803.90072824,0.77354401,795.87109563,0.10607372,1643.13497558,0.75338605,187.60360307,0.75646614,163.19009649,0.05515042,2725.57724544,0.36326499,471.07808006,0.0627853,765.58939568,0.35102677,86.18005605,0.34750023,106.50404909,0.03599326,{4A43EF5C-830A-4AF6-B3B6-94EC2AE91489}
545,13121011621,116.21,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2269,0,0,0,6366,U,5542.04155156,0.87056889,248.72989351,0.03907161,1694.36581716,0.85574031,314.7865486,0.89682777,96.00000017,0.04230939,2922.85275399,0.4591349,158.00626349,0.02482034,791.71336226,0.39985523,172.43760337,0.49127522,95.71353468,0.04218314,{84CC9832-9DB9-4B73-BA5F-E64A253D2AFA}
546,13121000500,5,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2498,279,0.0595264,0,4687,U,591.73010597,0.12624922,73.19498121,0.0156166,141.08817209,0.25015633,90.97897007,0.3158992,11.10005136,0.00444358,0,0,0,0,0,0,0,0,0,0,{8D185427-2526-4446-91B6-532EF5A5E771}
547,13121009300,93,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2479,0,0,0,4533,U,1281.21448749,0.28264163,182.52842969,0.04026658,208.96800826,0.33488463,77.83107299,0.17729174,82.70153874,0.03336085,0,0,0,0,0,0,0,0,0,0,{355BD959-0B0C-4293-BFFA-C4EB0ED36771}
548,13121009900,99,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2213,0,0,0,4993,U,3627.05041269,0.72642708,119.76116697,0.02398581,1065.52878589,0.83309522,457.7642218,0.82331695,21.36097414,0.0096525,2040.63141595,0.40869846,35.46401114,0.00710275,657.68715909,0.51421983,271.7551004,0.48876817,4.28183053,0.00193485,{FA309E0C-F5AC-461A-A5D5-FC8154669BE5}
549,13121009000,90,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1880,0,0,0,4417,U,2089.32990363,0.47302013,190.89069783,0.04321727,726.75232266,0.5961873,141.66111791,0.53457026,5.30305882,0.00282078,69.11644489,0.01564783,3.56270321,0.00080659,22.57688126,0.01852082,5.96559473,0.02251168,0,0,{DCA5D1AB-B035-4296-BEDA-631764EBACD2}
550,13121009700,97,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1419,0,0,0,3534,U,3179.11434443,0.89957961,128.30582755,0.03630612,818.63584875,0.92815856,477.75972139,0.86394163,41.03512768,0.02891834,1402.10664332,0.39674778,53.50490247,0.01514004,396.3698993,0.44939898,205.70327273,0.37197699,12.29118502,0.00866186,{1316E3A4-16BE-4623-8D45-0AB489874EDD}
551,13121010206,102.06,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1892,0,0,0,4977,U,4388.11590075,0.8816789,599.32756253,0.12041944,1063.0128973,0.90855803,666.13679204,0.86849647,0,0,2792.45507708,0.56107195,434.06172632,0.08721353,707.81594431,0.60497089,404.83334746,0.52781401,0,0,{3AFEAC52-4EF9-4F4E-B037-32F3F970995A}
552,13121010204,102.04,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1803,0,0,0,4761,U,4549.68083515,0.95561454,250.98476025,0.05271682,1113.82595367,0.96351726,904.23288592,0.95282707,10.0281688,0.00556193,2690.58463566,0.56513015,185.37312334,0.03893575,670.81029037,0.58028572,561.9528045,0.59215259,8.78129221,0.00487038,{796F71DA-A34E-4514-B3A2-E74F15780412}
553,13121007100,71,ARC 10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,791,2,0.0009324,1,2145,U,1351.03846885,0.62985476,1015.87051497,0.47359931,408.16477842,0.67242962,159.5651303,0.50336003,96.85796503,0.12245002,91.10853815,0.04247484,71.68803358,0.03342099,24.88502742,0.04099675,15.63451891,0.04932025,4.76936832,0.00602954,{70473F26-0076-4AFF-AB9E-15600F554A91}
554,13121006801,68.01,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,8,2397,0.9913151,0,2418,U,2418.00002956,1.00000001,0,0,8.00000003,1,20.00000022,1.00000001,0,0,1404.28047466,0.58076116,0,0,4.64608914,0.58076114,11.61522278,0.58076114,0,0,{66A178FE-0A76-4951-80D8-C7233EA42D9B}
555,13121006900,69,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1270,0,0,1,3166,U,2039.77135428,0.64427396,676.90643226,0.21380494,505.77462056,0.66813028,102.10574704,0.67174834,120.25583109,0.09468963,76.5440917,0.02417691,24.4631145,0.00772682,27.14889455,0.0358638,1.08857557,0.00716168,5.64403516,0.00444412,{A824995F-17F6-4DEB-98A4-CAFB7E7456EF}
556,13121005200,52,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1937,69,0.0168539,1,4094,U,3132.15871489,0.76506075,1159.81414453,0.28329608,587.76678756,0.75743143,103.96909277,0.71211707,217.20852825,0.11213657,388.93566227,0.09500138,162.26810944,0.03963559,43.79339701,0.05643479,3.06197049,0.0209724,24.5364152,0.01266723,{CDCDC846-C8D0-49A7-949B-1F75B6B4B17F}
557,13121005000,50,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,890,130,0.0684571,1,1899,U,1899.00001937,1.00000001,670.70638539,0.35318925,249.00000071,1,174.00000049,1,99.60621766,0.1119171,1838.5930441,0.96819012,649.37129126,0.34195434,242.59568836,0.97427987,172.54448668,0.99163498,95.39186475,0.10718187,{8E7AE616-04B0-40DF-A820-395372001445}
558,13121001500,15,ARC 10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2553,217,0.0501618,0,4326,U,74.85134983,0.01730267,5.45625553,0.00126127,11.98482999,0.02800194,0.71754121,0.00309285,4.84476042,0.00189767,0,0,0,0,0,0,0,0,0,0,{56DA50D3-B1F4-4AC7-BDB6-D45BD49205F0}
559,13121007807,78.07,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,998,0,0,1,3116,U,2562.23852518,0.82228451,2110.84889888,0.67742262,879.36893195,0.84636086,265.80440531,0.73834557,280.06924927,0.28063051,1715.24018207,0.55046219,1442.12683818,0.46281349,568.22375128,0.54689485,172.76512207,0.47990312,193.22850727,0.19361574,{D6657717-D0F8-45DC-BCC7-13704D5A79BE}
560,13121010510,105.10,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,6126,21,0.0013257,1,15841,U,15772.28415048,0.99566215,6080.93962006,0.38387347,4728.30963824,0.99564322,1067.71703266,0.99879984,247.95219891,0.04047538,14582.43749201,0.92055031,5693.72496275,0.35942964,4379.25255152,0.92214204,989.5583575,0.92568602,216.99713152,0.03542232,{723009C4-D5F5-4529-936D-2506CE7F5914}
561,13121010512,105.12,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2510,0,0,1,6343,U,6103.52549979,0.96224586,3395.06681262,0.53524623,2095.42798593,0.96208815,240.92335538,0.95226623,334.02542904,0.13307786,3553.72739212,0.56025972,2187.05611333,0.34479838,1181.62532561,0.5425277,147.43144,0.58273296,197.92966795,0.07885644,{03F573CC-4530-4931-873C-1588A068FCD2}
562,13121007802,78.02,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,3245,0,0,0,8103,U,7442.06619759,0.91843344,2496.25928641,0.30806606,1965.40909919,0.93235726,942.85342253,0.89795564,169.94709841,0.05237199,6358.89618766,0.78475826,2091.93759672,0.25816828,1672.96556582,0.79362693,757.57635261,0.72150129,136.35683097,0.0420206,{875951A4-FA55-40F2-8FFE-143FCA224BAF}
563,13121007805,78.05,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1408,152,0.0440707,1,3449,U,3384.7345194,0.98136692,2025.59389909,0.5872989,776.28689635,0.9764615,497.08143986,0.99416288,264.47186775,0.18783513,3021.96176855,0.87618491,1830.50660165,0.53073546,670.65315592,0.84358888,480.60645211,0.9612129,242.5043009,0.17223317,{F7921502-71A9-4827-893A-0495266E2321}
564,13121011618,116.18,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1506,0,0,0,4268,U,3862.95012474,0.90509609,261.94371171,0.06137388,1327.90881673,0.90149954,137.78823753,0.90650156,17.14415137,0.0113839,2183.51324957,0.51160104,148.06237339,0.03469128,711.40441069,0.48296294,86.5543942,0.5694368,10.23528678,0.00679634,{794DFC35-BA90-452B-8459-F8BDD8A2D283}
565,13121011610,116.10,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1895,8,0.0015352,0,5211,U,4558.68062516,0.87481877,504.28941042,0.09677402,1403.36460476,0.87820063,339.9272559,0.87610118,23.97356479,0.01265096,1997.4628676,0.38331661,126.65864614,0.02430602,683.03844916,0.42743332,149.695587,0.38581337,1.30297184,0.00068758,{06EF9B62-1745-4D8E-BAFD-2777C8A8DA08}
566,13121011614,116.14,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,5831,0,0,0,13082,U,7923.86760651,0.60570766,1211.04500779,0.09257338,1876.36340174,0.60527852,353.55896454,0.49797037,79.49458907,0.0136331,1358.23205651,0.1038245,167.39928271,0.01279615,282.54771889,0.09114443,27.07285027,0.03813078,14.56833011,0.00249843,{B3B1057F-323E-4F52-B919-D4920C53479B}
567,13121011620,116.20,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,3084,4,0.0004286,0,9333,U,5040.73912246,0.54009848,329.18771768,0.03527137,1598.4210229,0.53891471,360.31862248,0.60967618,16.87440114,0.0054716,1066.79528867,0.11430358,53.83116481,0.00576783,320.53698902,0.10807046,132.75318985,0.22462469,3.85746311,0.0012508,{B3263727-0CE0-4301-B602-8CBB7085D1A9}
568,13121011420,114.20,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,2157,0,0,1,7484,U,7481.80156851,0.99970625,5000.45609545,0.66815287,2577.38441739,0.99976122,94.91205905,0.99907431,147.30409083,0.06829119,5.880487,0.00078574,4.343501,0.00058037,2.25896362,0.00087625,0.05173733,0.0005446,0.1042623,4.834e-05,{A1ED4413-BA96-48CC-A41E-653C1CF4434A}
569,13121011613,116.13,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2207,0,0,0,6240,U,4310.77040549,0.69082859,729.2088186,0.11686039,1221.12100496,0.68563785,316.82696164,0.75077479,0,0,1650.75426572,0.26454395,309.89885085,0.04966328,458.35019241,0.25735553,144.9305967,0.34343743,0,0,{09DD19BF-C58D-4008-B500-EFCB3B08B8BB}
570,13121011426,114.26,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,723,0,0,0,2338,U,2317.27772875,0.99113675,254.66811634,0.10892563,774.33811937,0.99147006,101.25937043,0.99273893,13.41299301,0.01855186,2090.54078568,0.89415774,229.74979548,0.09826766,696.22977015,0.89145937,87.42978362,0.85715474,12.05214742,0.01666964,{FE7876FE-B9B9-4809-A1BC-0FE5CCFCAA6F}
571,13121011425,114.25,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2230,0,0,0,6906,U,6872.8053432,0.99519336,447.3007421,0.06476987,2216.28739383,0.99518967,513.06964514,0.99432102,18.77846189,0.00842083,5744.95727988,0.83187913,368.33360588,0.0533353,1846.97302601,0.82935475,432.43882928,0.83805975,16.41939187,0.00736296,{164693E4-76F5-487F-88F4-997AF181E9D3}
572,13121011423,114.23,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1869,4,0.0008244,0,4852,U,3873.49714723,0.79833,342.17772967,0.07052303,985.01256316,0.78864096,385.22088143,0.81270228,82.67532988,0.04423506,1708.1975595,0.3520605,124.84035521,0.02572967,447.77776792,0.35850902,165.59883281,0.34936463,38.13178941,0.02040224,{7DB8F851-26F7-43A4-9CA6-693371F97975}
573,13121011418,114.18,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2190,188,0.0321203,0,5853,U,5574.69327576,0.95245059,325.0652445,0.05553823,1250.88208057,0.94334999,971.25738892,0.9654646,24.03776959,0.01097615,4163.73505709,0.71138477,209.38886961,0.03577462,976.41324758,0.73635992,631.21384892,0.62744915,21.47476203,0.00980583,{805A5929-73F5-4A43-A1E5-A150731E884F}
574,13121002600,26,ARC 10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,421,0,0,1,914,U,412.89651015,0.45174673,273.88997808,0.29966081,103.50133204,0.47477675,29.51732183,0.52709503,74.31939325,0.17653063,0,0,0,0,0,0,0,0,0,0,{ACBDA9D0-6DE3-4F19-B9BA-B5DEAA3D48C5}
575,13121001700,17,ARC 10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1421,24,0.0085714,1,2800,U,992.4341011,0.35444075,462.82345915,0.16529409,196.46774605,0.31284673,62.3160826,0.40464989,72.41749239,0.05096235,0,0,0,0,0,0,0,0,0,0,{E7808A6C-B115-4082-9054-935F2391BC8C}
576,13121001400,14,ARC 10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1409,0,0,0,2182,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{05561FD6-85FE-460C-9A9F-69FD6FC0878F}
577,13121003000,30,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1616,4,0.0013937,0,2870,U,1964.48401903,0.68448921,415.92892938,0.14492297,237.20834086,0.6113617,60.66892949,0.65944489,32.69099714,0.02022958,1.70336282,0.00059351,0.18306604,6.379e-05,0.31938052,0.00082315,0,0,0.04418498,2.734e-05,{6444A080-898E-4F43-979F-7DF1A0E9A243}
578,13121011000,110,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1031,27,0.0088063,1,3066,U,2399.30602083,0.78255252,1570.98894066,0.51239039,837.80407519,0.79790864,277.26015022,0.82764224,237.64182579,0.23049644,432.74529624,0.14114328,227.56636178,0.07422256,127.12852073,0.12107478,68.42090747,0.20424151,63.51383115,0.0616041,{8F465CBC-EB0E-4055-886B-017ABB31BCB0}
579,13121007400,74,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1203,359,0.1079375,1,3326,U,633.28977525,0.19040583,539.39724082,0.16217596,166.40635875,0.18510162,54.65362159,0.12254175,127.20159277,0.10573698,0,0,0,0,0,0,0,0,0,0,{67F56E79-4325-44A7-B41D-03F2289EBF05}
580,13121006400,64,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,430,23,0.0170877,1,1346,U,1345.9999922,0.99999999,844.28261121,0.62725305,468.00000293,1.00000001,58.99999912,0.99999999,124.2774565,0.28901734,548.38585533,0.40741891,343.97670297,0.25555476,168.19899148,0.35939955,23.90980466,0.40525093,47.23367449,0.10984575,{E8AE8E59-02A0-47A2-9E7D-037677B5C620}
581,13121005300,53,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1554,44,0.0127796,0,3443,U,3442.99997319,0.99999999,805.98614845,0.23409415,681.99999591,0.99999999,131.99999983,1,176.50540288,0.11358134,1861.83571605,0.54075972,438.627868,0.127397,342.63849933,0.50240249,75.77266534,0.57403534,63.23301645,0.04069049,{79994D31-C828-4B0F-9B1D-5BFD5BA5CA5A}
582,13121005502,55.02,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1094,0,0,1,2556,U,1468.0672098,0.57436119,1096.91110484,0.42915145,436.06463169,0.54850897,108.43418358,0.43547865,212.29044127,0.19404976,0.86562192,0.00033866,0.64677578,0.00025304,0.69249755,0.00087107,0,0,0.05867918,5.364e-05,{CE152A33-B993-49BB-B80E-F6F9290A9D02}
583,13121008202,82.02,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,702,25,0.0132066,1,1893,U,1892.99999471,1,1183.3452338,0.62511634,518.99999411,0.99999999,313.99999693,0.99999999,201.79621242,0.28745899,1892.99999471,1,1183.3452338,0.62511634,518.99999411,0.99999999,313.99999693,0.99999999,201.79621242,0.28745899,{1A04202D-E997-4B50-8828-A77D49119D78}
584,13121010513,105.13,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,4704,15,0.0011226,1,13362,U,12423.42413227,0.92975783,5026.1479439,0.37615237,3952.56809199,0.91749491,569.62458462,0.92321651,399.75450735,0.08498183,8809.15011848,0.65926883,3487.7128842,0.26101728,2791.47427182,0.64797453,417.64143564,0.6768905,272.41924394,0.05791225,{7EA9CB3F-9579-4D77-8A6D-61D78746369F}
585,13121010304,103.04,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,4455,3,0.0002466,0,12164,U,12153.8637807,0.9991667,2202.08464098,0.18103294,3368.73743517,0.99932881,966.8189898,0.99981281,41.40534382,0.00929413,11849.94838252,0.97418188,2140.5254192,0.17597217,3288.18242772,0.97543234,947.06178316,0.97938137,40.16599268,0.00901594,{B6E7CF2C-4E6F-4C84-A50C-25D46D359988}
586,13121010303,103.03,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,3392,7,0.0008021,0,8727,U,8726.9999972,1,2096.04945347,0.24017984,2227.99999005,1,984.00000308,1,46.59066849,0.01373546,8726.9999972,1,2096.04945347,0.24017984,2227.99999005,1,984.00000308,1,46.59066849,0.01373546,{FE096487-6DE0-449F-A59F-066A099B3F45}
587,13121010514,105.14,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,4224,97,0.0083556,0,11609,U,10707.92997646,0.92238177,2100.20873158,0.18091211,3111.05412477,0.93033915,772.30489468,0.85907107,66.38713171,0.01571665,9227.89078221,0.7948911,1691.78839796,0.14573076,2725.67774157,0.81509502,581.14896055,0.64643933,44.25200917,0.01047633,{592B22CB-4283-4CEB-8CF2-10190AA45895}
